bert_match_type,llm_match_type,eth_match_type,bert_label_gold,bert_gold_start,bert_gold_end,bert_gold_text,bert_sentence
M,C,N,temporal,242.0,256.0,10th July 2015," Additional event(s) included severe - grade 3 qt prolonged on 7th July 2015 with serious criteria of death, hospitalization, GSK medically significant and clinically significant/intervention required and grade 5 acute respiratory failure on 10th July 2015 with serious criteria of death, hospitalization, GSK medically significant and clinically significant/intervention required."
M,C,N,temporal,36.0,48.0,15 July 2015, Additional information received on 15 July 2015:  The subject died on 10JUL2015.
M,N,C,status,63.0,67.0,died, Additional information received on 15 July 2015:  The subject died on 10JUL2015.
M,C,N,temporal,71.0,80.0,10JUL2015, Additional information received on 15 July 2015:  The subject died on 10JUL2015.
M,C,N,temporal,40.0,49.0,24May2011," Additional information was received on 24May2011 via another pharmaceutical company from the investigator and forwarded to Celgene Global Drug Safety on 25May2011 regarding this male patient who received Vidaza 75mg/m2/day for the treatment of myelodysplastic syndrome (MDS) (RAEB-T, RAEB-2)."
M,C,N,temporal,154.0,163.0,25May2011," Additional information was received on 24May2011 via another pharmaceutical company from the investigator and forwarded to Celgene Global Drug Safety on 25May2011 regarding this male patient who received Vidaza 75mg/m2/day for the treatment of myelodysplastic syndrome (MDS) (RAEB-T, RAEB-2)."
M,M,N,dose,212.0,223.0,75mg/m2/day," Additional information was received on 24May2011 via another pharmaceutical company from the investigator and forwarded to Celgene Global Drug Safety on 25May2011 regarding this male patient who received Vidaza 75mg/m2/day for the treatment of myelodysplastic syndrome (MDS) (RAEB-T, RAEB-2)."
M,C,C,medical history,271.0,274.0,MDS," Additional information was received on 24May2011 via another pharmaceutical company from the investigator and forwarded to Celgene Global Drug Safety on 25May2011 regarding this male patient who received Vidaza 75mg/m2/day for the treatment of myelodysplastic syndrome (MDS) (RAEB-T, RAEB-2)."
M,N,N,temporal,1.0,18.0,After 130 minutes," After 130 minutes, patient’s base excess was - 9 mmol/L. Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
C,N,N,dose,101.0,114.0,total of 18 g," After 130 minutes, patient’s base excess was - 9 mmol/L. Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
N,N,N,temporal,132.0,160.0,during the first three hours," After 130 minutes, patient’s base excess was - 9 mmol/L. Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
M,N,N,temporal,242.0,267.0,after 130 and 240 minutes," After 130 minutes, patient’s base excess was - 9 mmol/L. Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
M,C,N,treatment,11.0,34.0,infusion of G40 percent, After the infusion of G40 percent her blood glucose level stabilized.
C,N,N,ae,39.0,69.0,blood glucose level stabilized, After the infusion of G40 percent her blood glucose level stabilized.
M,N,N,lab,23.0,43.0,respiratory acidosis," Blood tests disclosed respiratory acidosis, anemia 8.9 g/dl, leukocytosis 13400 /mm3."
M,M,N,lab,45.0,60.0,anemia 8.9 g/dl," Blood tests disclosed respiratory acidosis, anemia 8.9 g/dl, leukocytosis 13400 /mm3."
M,M,N,lab,62.0,85.0,leukocytosis 13400 /mm3," Blood tests disclosed respiratory acidosis, anemia 8.9 g/dl, leukocytosis 13400 /mm3."
M,M,M,sdrug,30.0,41.0,azacitidine, Co-suspect products included azacitidine for myelodysplastic syndrome.
C,C,C,ae,20.0,57.0,chronic obstructive pulmonary disease, Complications were chronic obstructive pulmonary disease (COPD) and right heart failure.
C,N,N,ae,59.0,63.0,COPD, Complications were chronic obstructive pulmonary disease (COPD) and right heart failure.
C,C,N,ae,69.0,88.0,right heart failure, Complications were chronic obstructive pulmonary disease (COPD) and right heart failure.
M,M,N,cdrug,34.0,43.0,Bladderon," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,N,cdrug,45.0,52.0,Zyloric," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,M,cdrug,54.0,59.0,Lasix," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,N,cdrug,61.0,69.0,Itrizole," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,M,cdrug,71.0,80.0,Aldactone," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,N,cdrug,82.0,90.0,Mucodyne," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,N,cdrug,92.0,101.0,Hokunalin," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,N,cdrug,103.0,109.0,Maglax," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,N,cdrug,114.0,120.0,Cravit," Concomitant medications included Bladderon, Zyloric, Lasix, Itrizole, Aldactone, Mucodyne, Hokunalin, Maglax and Cravit."
M,M,M,cdrug,31.0,43.0,voriconazole, Concomitant products included voriconazole.
N,M,N,treatment,24.0,40.0,glucose infusion," Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
C,C,N,dose,44.0,57.0,total of 18 g," Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
M,C,N,temporal,75.0,103.0,during the first three hours," Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
M,C,N,temporal,185.0,210.0,after 130 and 240 minutes," Despite the continuous glucose infusion (a total of 18 g was administered during the first three hours), the emergency medicine physician had difficulties correcting the hypoglycaemia after 130 and 240 minutes."
M,N,C,lab,1.0,35.0,Emphysematous change of both lungs, Emphysematous change of both lungs.
M,C,N,temporal,6.0,13.0,Oct2014," From Oct2014, isoniazid and rifampicin sodium, ethambutol dihydrochloride and a drug reported as moxiflaxine for persistent adenopathy (received until Oct2015)."
C,C,C,treatment,15.0,24.0,isoniazid," From Oct2014, isoniazid and rifampicin sodium, ethambutol dihydrochloride and a drug reported as moxiflaxine for persistent adenopathy (received until Oct2015)."
N,C,C,treatment,29.0,46.0,rifampicin sodium," From Oct2014, isoniazid and rifampicin sodium, ethambutol dihydrochloride and a drug reported as moxiflaxine for persistent adenopathy (received until Oct2015)."
N,C,C,treatment,48.0,74.0,ethambutol dihydrochloride," From Oct2014, isoniazid and rifampicin sodium, ethambutol dihydrochloride and a drug reported as moxiflaxine for persistent adenopathy (received until Oct2015)."
C,C,N,treatment,98.0,109.0,moxiflaxine," From Oct2014, isoniazid and rifampicin sodium, ethambutol dihydrochloride and a drug reported as moxiflaxine for persistent adenopathy (received until Oct2015)."
C,N,C,medical history,114.0,135.0,persistent adenopathy," From Oct2014, isoniazid and rifampicin sodium, ethambutol dihydrochloride and a drug reported as moxiflaxine for persistent adenopathy (received until Oct2015)."
M,C,N,temporal,152.0,159.0,Oct2015," From Oct2014, isoniazid and rifampicin sodium, ethambutol dihydrochloride and a drug reported as moxiflaxine for persistent adenopathy (received until Oct2015)."
M,N,C,ae,24.0,36.0,sudden death," However, the patient's sudden death subsequently occurred."
N,M,M,ae,29.0,42.0,BUN INCREASED," INVESTIGATOR SAE VERBATIM:  BUN INCREASED  Additional information was received by Nippon Shinyaku Co., Ltd from an investigator on 21Jun2011 and was forwarded to Celgene Global Drug Safety on 27Jun2011."
M,C,N,temporal,132.0,141.0,21Jun2011," INVESTIGATOR SAE VERBATIM:  BUN INCREASED  Additional information was received by Nippon Shinyaku Co., Ltd from an investigator on 21Jun2011 and was forwarded to Celgene Global Drug Safety on 27Jun2011."
M,C,N,temporal,193.0,202.0,27Jun2011," INVESTIGATOR SAE VERBATIM:  BUN INCREASED  Additional information was received by Nippon Shinyaku Co., Ltd from an investigator on 21Jun2011 and was forwarded to Celgene Global Drug Safety on 27Jun2011."
M,N,C,medical history,30.0,51.0,transfusion dependent," In addition, the patient was transfusion dependent (erythrocyte and platelet) before Vidaza therapy."
C,N,C,medical history,53.0,77.0,erythrocyte and platelet," In addition, the patient was transfusion dependent (erythrocyte and platelet) before Vidaza therapy."
M,M,N,medical history,83.0,98.0,type 2 diabetes, Information on medical history was only available in one case (i.e.  patient with type 2 diabetes).
M,C,N,temporal,37.0,46.0,26Apr2011," Initial information was received on 26Apr2011 from the investigator by Nippon Shinyaku Co., Ltd.  (MCN A20110914), and subsequently received by Celgene Global Drug Safety on 28Apr2011."
M,C,N,temporal,175.0,184.0,28Apr2011," Initial information was received on 26Apr2011 from the investigator by Nippon Shinyaku Co., Ltd.  (MCN A20110914), and subsequently received by Celgene Global Drug Safety on 28Apr2011."
M,M,C,medical history,26.0,47.0,hypercholesterolaemia, Medical history included hypercholesterolaemia.
M,N,C,lab,1.0,59.0,Mild pulmonary infiltration in bilateral upper lung fields, Mild pulmonary infiltration in bilateral upper lung fields.
M,C,N,temporal,4.0,15.0,02 Mar 2017," On 02 Mar 2017, the patient received last dose of Afinitor."
M,C,N,temporal,4.0,13.0,21Apr2011," On 21Apr2011 the patient also experienced a non-serious event of BUN increased, which prolonged before the patient's death."
M,M,M,ae,66.0,79.0,BUN increased," On 21Apr2011 the patient also experienced a non-serious event of BUN increased, which prolonged before the patient's death."
M,N,C,status,118.0,123.0,death," On 21Apr2011 the patient also experienced a non-serious event of BUN increased, which prolonged before the patient's death."
M,C,C,temporal,4.0,13.0,23Apr2011," On 23Apr2011,  the patient's general status became worse."
C,C,N,temporal,1.0,22.0,On 25th February 2015," On 25th February 2015, the dose was changed to 150 mg once daily."
M,C,N,dose,48.0,65.0,150 mg once daily," On 25th February 2015, the dose was changed to 150 mg once daily."
M,C,N,temporal,4.0,18.0,30th June 2015," On 30th June 2015, 159 days after the first dose of eltrombopag vs placebo, the subject developed severe - grade 3 cellulitis."
M,C,N,temporal,20.0,28.0,159 days," On 30th June 2015, 159 days after the first dose of eltrombopag vs placebo, the subject developed severe - grade 3 cellulitis."
N,C,C,sdrug,53.0,64.0,eltrombopag," On 30th June 2015, 159 days after the first dose of eltrombopag vs placebo, the subject developed severe - grade 3 cellulitis."
C,C,C,ae,47.0,70.0,cardiac failure chronic," Other history of complications included COPD, cardiac failure chronic, constipation, hyperuricaemia, pollakiuria, and hyperkalaemia."
C,C,N,ae,72.0,84.0,constipation," Other history of complications included COPD, cardiac failure chronic, constipation, hyperuricaemia, pollakiuria, and hyperkalaemia."
C,C,N,ae,86.0,100.0,hyperuricaemia," Other history of complications included COPD, cardiac failure chronic, constipation, hyperuricaemia, pollakiuria, and hyperkalaemia."
C,C,N,ae,102.0,113.0,pollakiuria," Other history of complications included COPD, cardiac failure chronic, constipation, hyperuricaemia, pollakiuria, and hyperkalaemia."
C,C,N,ae,119.0,132.0,hyperkalaemia," Other history of complications included COPD, cardiac failure chronic, constipation, hyperuricaemia, pollakiuria, and hyperkalaemia."
M,M,N,treatment,1.0,43.0,Oxygen was administered via an oxygen mask, Oxygen was administered via an oxygen mask and the glucose infusion was continued.
M,M,N,treatment,52.0,82.0,glucose infusion was continued, Oxygen was administered via an oxygen mask and the glucose infusion was continued.
M,N,N,lab,1.0,17.0,Positive mantoux, Positive mantoux; PCR negative for TBC.
M,N,N,lab,19.0,39.0,PCR negative for TBC, Positive mantoux; PCR negative for TBC.
M,C,C,treatment,24.0,34.0,cytarabine, Prior therapy included cytarabine for MDS.
M,C,N,temporal,49.0,59.0,2015/07/07, Radiography of Chest P-A View(Standing) Show on 2015/07/07:  Tortuousity of thoracic aorta.
M,C,N,temporal,17.0,27.0,2015/07/07," Relevant Tests: 2015/07/07: EKG data:  normal Sinus rhythm  prolonged QT, QTcF:469, Patient was asymptomatic."
M,N,C,lab,40.0,59.0,normal Sinus rhythm," Relevant Tests: 2015/07/07: EKG data:  normal Sinus rhythm  prolonged QT, QTcF:469, Patient was asymptomatic."
M,M,C,medical history,35.0,49.0,gastric cancer, Relevant medical history included gastric cancer and pancreatitis chronic.
M,M,N,medical history,54.0,74.0,pancreatitis chronic, Relevant medical history included gastric cancer and pancreatitis chronic.
M,C,N,temporal,60.0,71.0,30/Aug/2018," SECOND-DEGREE BURNS Additional information was received on 30/Aug/2018 from a health care professional regarding a 70 year old male patient (previously reported as 69 years), who received Vidaza 100 mg subcutaneous injection once a day from 08/May/2017 to 30/Jul/2018 for the treatment of acute myeloid leukemia."
M,M,N,age,116.0,127.0,70 year old," SECOND-DEGREE BURNS Additional information was received on 30/Aug/2018 from a health care professional regarding a 70 year old male patient (previously reported as 69 years), who received Vidaza 100 mg subcutaneous injection once a day from 08/May/2017 to 30/Jul/2018 for the treatment of acute myeloid leukemia."
M,M,N,sex,128.0,132.0,male," SECOND-DEGREE BURNS Additional information was received on 30/Aug/2018 from a health care professional regarding a 70 year old male patient (previously reported as 69 years), who received Vidaza 100 mg subcutaneous injection once a day from 08/May/2017 to 30/Jul/2018 for the treatment of acute myeloid leukemia."
